SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
8450223,Units,240,246,88,18,31,124,185,253,32,266,39,201
8450231,Units,11,18,50,56,6,9,17,59,8,1,21,63
8450249,Units,34,224,75,118,83,6,157,93,232,70,109,105
8450264,Units,235,428,267,422,161,587,914,391,283,322,354,241
8450272,Units,901,1041,1191,269,97,1297,733,81,1331,478,380,1219
8450306,Units,0,0,2,0,1,0,1,1,1,2,2,2
8450314,Units,7,10,18,23,3,15,1,1,22,19,0,4
8450322,Units,18,9,24,6,26,14,26,6,18,10,1,20
8450330,Units,45,86,33,15,16,1,72,53,25,26,51,45
8450348,Units,140,100,139,49,46,172,190,1,3,63,18,28
8450355,Units,90,11,80,85,31,55,2,83,21,44,76,38
8450363,Units,208,239,197,164,159,171,219,278,9,34,45,159
8450371,Units,50,189,255,54,65,97,159,23,103,206,93,176
8450389,Units,16,11,2,11,8,43,33,17,2,18,25,6
8450397,Units,93,99,186,42,179,173,79,80,140,95,186,138
8450413,Units,5,2,6,2,3,5,7,1,3,8,0,4
8450439,Units,3014,224,2433,2516,2129,1872,324,2255,1166,982,598,1059
8450447,Units,0,-1,0,0,-1,0,-1,-1,-1,0,0,0
8450454,Units,142,155,198,321,127,524,391,258,72,467,200,344
8450462,Units,622,337,722,581,1015,648,444,202,799,355,266,315
8450470,Units,7,3,1,7,3,0,2,7,5,3,1,7
8450488,Units,596,601,374,599,364,658,214,645,532,227,537,267
8450496,Units,3,12,47,36,36,11,35,34,6,50,24,21
8450504,Units,1,1,2,0,2,1,1,0,0,1,1,1
8450512,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450520,Units,3,4,1,2,5,8,10,9,4,6,3,13
8450538,Units,32,22,66,106,165,60,90,149,208,82,78,164
8450546,Units,29,25,41,9,24,10,28,20,18,20,11,15
8450553,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450561,Units,39,32,4,41,30,55,38,52,8,12,13,74
8450579,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450587,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450603,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450611,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450629,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450637,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450645,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450652,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450660,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450678,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450686,Units,20,34,21,22,28,34,17,39,31,3,10,19
8450694,Units,5,16,28,28,3,11,11,15,9,9,15,3
8450702,Units,10,10,3,7,7,3,6,4,6,5,8,1
8450710,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450728,Units,1,1,0,2,1,3,3,1,0,2,1,2
8450736,Units,0,0,0,1,0,1,1,0,1,1,1,0
8450744,Units,13,4,11,16,16,3,6,10,18,11,5,20
8450769,Units,2,3,4,1,5,11,10,11,9,10,3,11
8450777,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450785,Units,4,6,4,2,5,2,4,4,4,4,6,1
8450793,Units,0,0,0,0,0,0,0,0,0,0,0,0
8450801,Units,26,39,44,12,31,47,34,42,19,0,59,13
8450819,Units,53,25,37,3,33,45,10,50,21,12,56,27
8450827,Units,0,0,0,1,0,0,1,1,1,1,1,1
8450835,Units,112,28,19,24,105,50,116,98,141,90,27,130
8450843,Units,4,14,18,5,6,3,19,12,19,16,14,5
8450850,Units,0,1,3,3,1,4,5,4,6,4,1,4
8450868,Units,44,24,20,6,16,5,10,30,6,27,39,19
8450876,Units,68,23,25,3,49,39,39,11,14,56,64,35
8450884,Units,52,29,53,24,53,56,52,20,13,31,26,1
8450900,Units,118,144,49,140,160,282,293,168,231,61,55,139
8450942,Units,909,116,79,900,239,935,96,442,979,399,79,976
8450959,Units,25,232,191,178,188,84,233,27,270,174,158,166
8450967,Units,38,23,35,4,8,43,20,12,7,6,27,2
8450975,Units,23,18,42,37,41,23,31,41,29,17,47,29
8450983,Units,52,10,2,43,60,68,72,22,69,23,85,87
8450991,Units,54,72,72,30,89,0,74,70,48,65,52,58
8451007,Units,15,29,13,19,36,16,9,28,15,13,7,32
8451015,Units,122,15,25,28,17,80,167,72,177,62,18,132
8451023,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451049,Units,70,35,24,31,28,9,47,62,3,54,61,47
8451056,Units,8,1,2,22,32,30,19,24,4,29,11,6
8451064,Units,23,58,38,30,61,61,53,36,41,20,47,3
8451072,Units,19,27,1,43,33,13,40,26,35,47,2,12
8451080,Units,1,36,9,42,19,30,26,31,36,24,10,16
8451098,Units,206,180,294,245,102,149,9,57,271,168,159,177
8451106,Units,244,302,318,99,252,17,73,333,91,156,172,117
8451114,Units,75,33,4,192,179,92,191,21,23,42,74,147
8451122,Units,1,2,6,3,5,9,1,13,13,8,11,22
8451130,Units,4,3,39,41,18,6,34,17,36,23,40,17
8451148,Units,32,38,68,20,46,39,56,35,67,53,64,22
8451155,Units,6,7,4,4,8,8,8,7,9,1,5,6
8451163,Units,17,3,2,3,10,3,11,17,13,14,2,17
8451171,Units,11,15,12,4,9,18,9,23,18,23,6,15
8451189,Units,32,32,7,2,30,31,20,27,10,1,11,2
8451197,Units,3,0,4,2,0,4,2,4,3,3,1,5
8451205,Units,110,101,160,170,45,28,129,177,106,45,170,107
8451213,Units,2,1,2,1,2,1,3,1,1,0,2,2
8451221,Units,25,5,17,20,1,0,22,42,26,14,19,19
8451239,Units,36,138,15,20,82,104,52,36,48,31,123,120
8451247,Units,0,0,1,0,1,0,1,1,1,1,0,1
8451254,Units,18,81,34,65,32,21,53,16,66,19,2,63
8451262,Units,0,1,9,10,9,0,12,5,10,3,8,4
8451270,Units,2,0,3,6,5,3,8,7,7,2,2,6
8451320,Units,48,60,47,73,71,77,4,9,6,48,72,13
8451338,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451346,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451353,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451361,Units,0,1,0,2,1,1,1,1,1,0,2,1
8451379,Units,0,0,0,0,0,0,0,0,0,0,0,1
8451387,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451395,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451403,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451411,Units,86,254,233,315,55,258,51,11,198,78,75,35
8451429,Units,81,292,110,248,179,210,177,47,226,21,70,311
8451437,Units,458,424,467,189,175,110,348,279,371,222,381,345
8451445,Units,0,0,0,1,0,0,1,0,1,1,1,1
8451452,Units,409,360,331,162,411,468,326,465,239,10,81,56
8451577,Units,717,761,848,374,520,37,965,949,254,752,589,226
8451585,Units,64,10,14,21,29,44,26,48,11,14,51,54
8451593,Units,106,73,178,99,177,60,89,118,22,105,149,3
8451601,Units,32,110,117,69,37,36,45,51,84,75,117,80
8451619,Units,39,7,25,60,51,48,25,18,48,56,50,56
8451627,Units,56,7,16,68,48,7,2,17,51,34,64,17
8451635,Units,28,24,29,19,13,23,5,28,24,12,8,9
8451643,Units,1,10,8,4,16,4,18,11,4,3,6,14
8451650,Units,17,20,11,18,0,7,18,7,15,2,4,20
8451668,Units,77,83,17,14,25,91,90,66,42,6,92,10
8451676,Units,11,16,13,16,25,16,28,20,27,9,6,14
8451684,Units,21,219,108,130,149,116,187,122,137,69,97,29
8451692,Units,124,34,98,72,90,99,68,26,45,33,71,43
8451700,Units,137,27,156,215,29,228,139,121,16,148,12,122
8451718,Units,127,62,112,112,99,216,165,121,54,29,180,24
8451726,Units,26,11,1,25,25,7,14,4,28,32,2,13
8451734,Units,4,1,2,11,9,3,11,1,11,12,11,12
8451742,Units,0,8,4,2,2,5,1,0,4,4,6,3
8451759,Units,3,34,3,17,21,30,44,40,30,15,18,58
8451767,Units,3,1,3,4,2,3,2,3,2,2,2,2
8451775,Units,59,7,77,49,65,90,8,74,43,64,85,21
8451783,Units,38,172,90,180,126,18,207,119,83,147,190,24
8451791,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451809,Units,2,1,1,0,3,3,1,2,2,1,1,2
8451817,Units,7,3,4,2,3,5,3,3,3,3,0,5
8451825,Units,1,1,1,1,1,0,0,0,1,0,0,0
8451841,Units,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0
8451858,Units,2,2,0,4,4,0,3,3,3,2,4,2
8451866,Units,0,0,0,0,0,0,0,0,0,0,0,0
8451874,Units,0,1,1,1,0,0,0,1,0,1,1,1
8451882,Units,32,1,41,43,52,16,32,30,38,39,64,28
8451890,Units,174,9,126,131,135,161,171,113,157,114,13,8
8451908,Units,97,72,17,93,48,102,54,101,31,34,31,40
8451916,Units,27,34,19,5,38,1,28,7,34,29,19,3
8451940,Units,298,174,701,871,788,800,18,838,558,894,376,970
8451957,Units,321,131,303,23,329,231,357,427,60,3,134,40
8451965,Units,59,34,22,23,51,45,19,11,24,9,50,42
8451973,Units,14,0,9,8,20,10,4,11,22,7,5,21
8451981,Units,2,13,1,14,7,8,9,0,13,0,10,11
8451999,Units,4,1,1,3,4,3,0,3,4,1,1,3
8452005,Units,3,3,19,4,16,17,10,19,17,5,10,9
8452021,Units,6,13,8,8,12,3,8,8,21,5,19,11
8452054,Units,0,0,0,0,0,0,0,0,0,0,0,0
8452062,Units,3,4,1,2,1,4,3,3,1,4,3,2
8452070,Units,1,1,0,0,1,0,0,1,0,0,1,1
8452088,Units,1,1,1,1,1,2,0,0,2,1,0,0
8452096,Units,3,3,3,4,2,4,2,4,3,4,4,3
8452104,Units,2,2,2,0,0,2,1,1,0,1,3,1
8452112,Units,0,0,0,0,0,0,0,0,0,0,0,0
8452120,Units,0,0,1,1,0,1,1,0,0,0,0,0
8452138,Units,0,0,0,0,0,0,0,0,0,0,0,0
8452146,Units,0,0,0,0,0,0,0,0,0,0,0,0
8452161,Units,1,3,0,0,3,2,2,2,1,1,1,3
8452179,Units,3,1,1,0,1,1,3,3,3,1,1,3
8452187,Units,13,60,36,9,26,34,18,7,47,26,60,67
8452195,Units,50,31,54,48,18,4,20,23,54,23,16,47
8452203,Units,449,150,436,452,329,343,8,99,532,470,345,415
8452211,Units,2,10,3,12,6,3,9,14,12,1,13,8
8452229,Units,0,0,0,1,0,0,0,1,1,1,1,1
8452237,Units,61,69,30,38,21,23,62,81,62,69,31,22
8452245,Units,0,0,0,0,0,0,0,0,0,0,0,0
8452252,Units,1,0,1,0,0,0,1,0,1,1,1,1
8452260,Units,535,479,250,11,305,84,301,167,577,225,41,552
8452278,Units,491,130,67,434,343,498,127,45,329,103,382,193
8452286,Units,5,3,4,4,10,5,22,4,15,20,15,5
8452294,Units,1,1,0,0,1,0,0,1,1,0,0,0
8452302,Units,2,3,0,2,0,3,0,3,1,0,1,4
8452310,Units,0,5,2,0,3,4,3,4,5,1,3,5
8452328,Units,66,35,6,17,62,47,52,29,9,24,23,14
8452336,Units,0,1,1,1,1,1,0,0,0,1,0,0
8452351,Units,0,0,1,0,1,1,0,0,0,0,1,0
8452369,Units,19,43,49,52,1,49,20,26,26,35,25,36
8452385,Units,0,0,0,0,0,0,0,0,0,0,0,0
8452393,Units,77,342,175,438,450,327,262,356,253,458,260,404
8452401,Units,135,10,56,8,212,15,77,32,135,14,238,62
8452435,Units,78,51,88,43,107,92,103,30,16,9,103,95
8452443,Units,77,88,23,15,55,92,60,46,77,2,84,79
8452450,Units,464,450,47,252,550,117,168,256,458,223,41,40
8452468,Units,1457,673,1630,566,61,1514,1601,1263,1674,1204,740,2000
8452476,Units,283,554,344,459,405,153,670,954,272,861,820,893
8452484,Units,13,4,7,8,4,1,9,7,10,1,15,15
8452500,Units,1,1,0,1,1,0,1,0,1,1,1,0
8452518,Units,10,1,4,8,10,6,5,2,2,7,6,11
8452542,Units,0,0,0,0,0,0,0,0,0,0,0,0
8452575,Units,2,8,1,3,3,9,8,4,10,3,4,1
8452591,Units,2,0,2,0,1,1,1,2,2,0,2,0
8452609,Units,325,70,415,444,327,50,353,357,191,92,215,190
8452617,Units,0,0,0,0,0,0,0,0,0,0,0,0
8452625,Units,168,192,106,1004,298,707,1056,91,33,385,327,711
8452641,Units,703,239,218,726,466,137,754,932,265,467,242,879
8452658,Units,23,77,94,19,37,22,75,29,17,52,89,38
8452666,Units,15,105,36,65,52,45,48,103,97,16,95,34
8452674,Units,38,166,37,215,369,248,298,250,206,196,341,96
8452690,Units,4,5,4,5,1,2,4,0,5,2,3,2
8452708,Units,1,22,14,19,22,18,23,19,10,23,11,17
8452716,Units,15,20,2,148,43,36,20,13,107,138,120,45
8452724,Units,79,93,87,100,58,41,165,16,78,125,112,116
8452732,Units,1,40,9,33,15,47,31,9,55,22,16,23
8452740,Units,228,141,16,286,24,216,221,124,15,304,215,153
8452757,Units,65,152,90,62,69,24,65,68,73,22,38,6
8452765,Units,99,86,80,17,14,85,73,27,104,13,32,80
8452799,Units,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1
8452856,Units,3,2,2,3,0,4,3,3,3,4,2,0
8452864,Units,14,15,26,8,11,33,21,32,0,6,18,19
8452872,Units,39,14,83,101,144,71,160,8,2,86,145,103
8452880,Units,51,16,22,22,3,17,22,4,17,50,1,37
8452898,Units,7,10,9,9,1,3,9,0,1,7,4,9
8452906,Units,17,48,25,50,48,47,39,6,17,24,21,37
8452914,Units,59,462,154,665,378,303,182,114,462,416,155,8
8452922,Units,235,79,334,172,240,86,108,143,99,34,184,185
8452930,Units,71,335,240,269,235,17,82,355,345,216,339,155
8452948,Units,690,1702,255,54,1939,2329,1341,537,1175,1452,684,1314
8452963,Units,4,19,4,7,15,2,18,18,16,8,3,7
8452971,Units,3,5,6,2,4,4,1,3,2,3,4,0
8452989,Units,8,0,6,0,9,10,18,7,18,12,21,2
8453011,Units,6815,5020,2209,4847,5145,2377,1926,1291,6141,8139,5953,3576
8453029,Units,15,22,10,5,23,28,18,20,6,22,23,26
8453086,Units,115,39,172,125,266,219,182,245,91,83,224,112
8453102,Units,5,6,4,9,8,0,1,2,5,4,8,7
8453110,Units,1,13,9,5,23,3,26,26,22,16,6,5
8453128,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453136,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453144,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453151,Units,7,3,13,9,18,18,14,15,10,20,18,5
8453169,Units,117,402,305,42,179,84,13,46,100,420,383,116
8453177,Units,70,44,6,39,6,21,41,70,67,54,8,12
8453185,Units,2,3,1,3,3,4,1,2,4,3,3,1
8453193,Units,10,3,23,0,3,2,32,16,10,23,23,6
8453201,Units,220,118,195,54,94,147,186,203,117,152,166,139
8453219,Units,36,98,19,0,69,53,82,15,66,124,9,32
8453227,Units,727,165,526,72,751,324,707,655,635,722,400,199
8453235,Units,215,376,452,266,419,153,102,349,153,243,34,46
8453243,Units,291,340,284,347,310,316,80,345,244,50,307,240
8453250,Units,235,6,57,148,307,16,163,252,287,204,177,21
8453276,Units,70,706,634,681,92,191,759,573,117,322,272,204
8453284,Units,224,17,183,54,172,77,128,174,29,140,232,20
8453292,Units,7,71,17,1,211,77,180,112,101,238,94,218
8453300,Units,332,284,205,43,266,129,5,6,124,262,172,4
8453318,Units,73,126,49,76,170,9,135,142,66,161,27,112
8453326,Units,166,84,184,168,122,211,68,55,191,36,87,78
8453334,Units,118,103,238,264,236,36,65,114,101,93,40,252
8453342,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453359,Units,51,22,61,84,29,3,35,125,119,45,93,143
8453367,Units,566,609,638,149,240,540,529,485,397,647,404,67
8453375,Units,13,12,15,7,5,6,2,7,13,18,10,4
8453383,Units,58,81,117,95,24,57,138,48,89,15,72,184
8453391,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453409,Units,9,29,27,1,41,1,57,44,57,28,28,5
8453417,Units,19,15,10,4,19,12,19,11,5,8,4,13
8453425,Units,117,16,101,78,17,31,41,48,38,42,131,127
8453433,Units,67,14,45,48,121,14,133,38,15,50,59,40
8453441,Units,720,282,173,610,408,698,675,371,655,638,143,557
8453458,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453466,Units,55,58,12,31,25,14,9,15,41,36,44,49
8453474,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453482,Units,92,196,201,36,207,187,54,64,138,180,208,139
8453490,Units,129,140,85,22,64,48,104,6,157,11,182,291
8453508,Units,1,0,0,4,3,4,4,1,0,2,3,4
8453516,Units,112,40,140,76,139,86,79,57,123,1,121,101
8453524,Units,1,4,2,1,3,4,2,4,4,3,0,2
8453532,Units,25,2,12,41,11,34,45,49,1,10,27,63
8453540,Units,696,522,581,674,1213,422,1131,604,1083,756,805,259
8453557,Units,80,53,103,59,77,73,137,182,140,41,138,142
8453565,Units,38,23,11,46,48,44,47,37,14,41,44,9
8453573,Units,11,3,24,20,11,1,5,2,27,27,25,19
8453581,Units,9,11,5,10,5,20,15,18,1,32,16,31
8453599,Units,563,428,127,130,65,478,368,126,121,551,435,452
8453607,Units,4,53,40,35,28,43,52,55,44,6,16,9
8453615,Units,20,46,76,108,66,38,80,45,89,117,115,40
8453664,Units,2,4,1,2,3,4,3,2,3,2,2,2
8453698,Units,639,13,545,45,654,294,115,382,832,417,403,629
8453706,Units,568,240,192,272,590,323,440,67,87,674,732,512
8453714,Units,42,33,47,36,46,12,12,6,44,1,45,35
8453722,Units,95,125,96,100,28,74,58,51,144,103,135,149
8453730,Units,257,14,716,275,662,681,486,270,134,146,110,440
8453755,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453763,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453771,Units,1,0,1,0,2,9,2,1,3,2,5,2
8453789,Units,18,22,16,5,5,11,16,6,22,11,2,8
8453797,Units,0,1,1,1,1,2,1,1,0,0,1,1
8453805,Units,191,629,576,61,79,189,382,384,264,427,338,550
8453813,Units,600,102,103,153,698,298,633,571,117,158,550,641
8453821,Units,104,276,327,722,581,63,367,378,198,92,203,617
8453839,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453847,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453854,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453862,Units,215,159,65,119,23,146,112,44,183,113,198,260
8453870,Units,40,25,1,0,17,41,29,41,17,41,23,32
8453888,Units,15,11,1,16,5,12,15,6,20,2,7,6
8453896,Units,0,0,0,0,0,0,0,0,0,0,0,0
8453912,Units,132,114,116,22,85,30,83,45,138,97,2,121
8453938,Units,1,2,0,2,0,3,2,2,1,1,1,1
8453953,Units,231,934,155,376,617,1275,38,169,928,689,247,1082
8453961,Units,456,794,80,745,522,960,227,855,36,423,122,250
8453979,Units,451,1031,1061,366,756,846,811,310,647,818,985,1052
8453987,Units,35,471,617,507,678,182,546,308,710,476,532,206
8453995,Units,558,388,358,134,3,493,441,15,148,109,445,570
8454001,Units,146,569,732,92,371,87,396,396,166,780,206,778
8454019,Units,453,337,91,232,126,442,133,208,203,311,84,117
8454035,Units,809,552,77,695,91,892,863,135,558,646,52,166
8454043,Units,61,299,236,206,70,322,73,448,370,62,419,45
8454050,Units,242,160,467,362,459,410,410,412,285,200,314,311
8454068,Units,165,189,154,350,370,19,40,342,112,295,266,397
8454076,Units,58,70,138,12,132,87,137,119,81,74,99,112
8454084,Units,195,264,211,104,231,98,51,64,205,10,150,395
8454100,Units,774,753,303,698,239,440,58,697,410,88,317,3
8454118,Units,252,221,86,199,105,276,200,3,78,210,283,28
8454126,Units,95,84,146,127,87,41,74,1,66,51,146,24
8454134,Units,297,731,485,347,263,671,298,476,679,756,133,547
8454142,Units,644,10,17,375,307,535,97,27,94,597,20,404
8454159,Units,99,208,227,254,467,130,443,471,390,459,222,204
8454167,Units,9,59,21,5,40,63,38,6,79,78,2,44
8454175,Units,6,0,1,14,3,6,9,7,11,6,7,9
8454183,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454191,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454209,Units,571,195,594,283,338,487,40,358,545,217,63,470
8454217,Units,2859,309,407,139,2821,1045,1580,271,1452,2365,2404,63
8454225,Units,7,2,0,1,8,7,8,5,5,3,7,0
8454233,Units,5,5,2,3,7,8,2,9,1,8,5,7
8454241,Units,574,77,446,204,232,323,373,57,417,600,449,469
8454274,Units,0,12,12,2,18,19,9,9,10,13,2,1
8454282,Units,0,0,1,0,0,1,1,0,1,0,1,1
8454308,Units,256,7,180,160,30,307,180,299,280,240,248,248
8454316,Units,24,17,36,3,32,12,8,54,74,74,21,2
8454324,Units,950,993,53,1949,149,499,1603,496,1102,565,1213,352
8454332,Units,17,29,24,3,7,22,8,16,15,48,22,34
8454340,Units,95,286,175,96,670,163,184,536,276,165,462,454
8454357,Units,81,65,58,19,16,45,49,12,57,60,91,68
8454365,Units,215,175,242,24,18,49,275,282,154,229,141,198
8454373,Units,124,18,115,108,32,104,24,38,121,128,122,34
8454381,Units,5,4,2,4,1,3,3,2,2,1,4,0
8454399,Units,26,27,42,19,44,8,14,1,48,44,16,15
8454407,Units,4,10,9,22,14,20,14,3,22,2,20,3
8454415,Units,1,0,0,1,0,1,0,0,0,1,0,0
8454423,Units,2,33,18,7,5,30,1,20,30,17,27,28
8454472,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454480,Units,273,81,29,67,32,146,247,171,246,118,171,245
8454498,Units,265,274,326,250,102,206,51,171,78,215,309,304
8454589,Units,896,702,255,1478,8,1000,18,1059,564,567,33,162
8454613,Units,351,784,478,665,503,191,572,149,249,370,151,478
8454639,Units,41,363,181,46,66,180,247,38,76,202,145,373
8454654,Units,0,0,1,1,2,1,1,1,1,1,2,1
8454662,Units,356,286,245,378,316,139,325,7,249,246,302,172
8454670,Units,27,68,186,61,124,228,83,110,138,191,151,118
8454688,Units,1,0,0,1,2,1,2,2,1,1,1,2
8454696,Units,1,0,0,0,1,1,0,0,0,0,0,0
8454704,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454712,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454720,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454738,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454746,Units,1,1,2,1,1,0,1,1,1,1,1,1
8454753,Units,2,3,2,2,2,0,1,0,0,1,2,1
8454761,Units,3,1,2,1,1,2,3,3,3,2,0,2
8454779,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454787,Units,1,0,1,0,0,1,0,0,0,1,1,0
8454795,Units,1,3,1,3,0,1,1,1,0,3,1,1
8454803,Units,0,0,1,1,0,1,1,0,1,0,1,1
8454811,Units,58,48,146,140,282,57,189,8,176,15,167,130
8454829,Units,0,1,1,0,0,0,0,0,1,0,1,1
8454837,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454845,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454852,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454860,Units,1,3,0,3,2,2,3,4,0,2,1,2
8454878,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454886,Units,0,0,0,0,0,0,0,0,0,0,0,0
8454910,Units,476,893,673,821,143,793,334,517,796,217,50,297
8454936,Units,1040,134,754,615,549,976,586,403,48,775,375,381
8454944,Units,311,324,183,177,652,86,524,244,729,309,324,246
8454985,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455008,Units,1,0,0,1,0,1,0,0,0,1,0,0
8455016,Units,0,1,1,1,2,0,1,1,2,1,1,1
8455057,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455065,Units,2,1,1,2,2,0,1,2,0,1,1,3
8455073,Units,1,2,0,1,2,1,0,2,2,2,0,0
8455099,Units,11,13,28,16,2,11,5,34,15,22,47,31
8455107,Units,9,36,48,39,51,35,46,49,44,48,33,28
8455115,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455123,Units,0,1,0,2,0,1,2,0,2,1,0,2
8455131,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455149,Units,156,400,2,15,185,49,239,136,213,151,9,417
8455156,Units,654,523,271,434,726,98,99,539,605,332,465,470
8455164,Units,77,34,30,95,90,46,94,4,90,103,93,55
8455172,Units,197,683,127,590,434,686,759,646,607,19,3,9
8455180,Units,153,382,303,29,150,58,378,246,7,316,68,49
8455198,Units,3,62,82,14,5,9,73,31,80,50,55,86
8455206,Units,42,26,38,61,197,112,150,134,33,18,170,203
8455214,Units,50,115,48,38,127,57,60,65,31,68,106,90
8455222,Units,5,15,34,6,33,31,22,35,30,1,13,15
8455230,Units,11,11,3,13,22,11,11,14,12,2,15,20
8455255,Units,3,3,3,1,2,2,3,1,1,2,2,0
8455271,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455297,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455305,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455313,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455339,Units,252,77,50,82,262,267,478,251,323,382,226,281
8455347,Units,74,16,18,101,80,21,106,139,8,45,19,140
8455354,Units,254,230,153,379,12,352,216,8,295,459,487,5
8455362,Units,818,139,527,775,135,401,519,804,700,509,102,406
8455370,Units,268,433,58,431,381,22,260,286,463,316,56,12
8455388,Units,2,1,0,2,0,0,2,0,0,2,2,1
8455396,Units,217,613,310,662,570,33,332,357,430,96,30,343
8455404,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455412,Units,387,138,19,270,111,418,25,12,340,193,189,151
8455420,Units,300,27,93,217,273,218,256,108,176,360,65,227
8455438,Units,8,15,80,16,48,72,0,63,59,78,75,42
8455446,Units,0,1,0,1,0,0,0,0,1,0,1,1
8455453,Units,439,875,1423,495,204,825,359,1054,905,950,504,530
8455479,Units,151,80,71,344,415,136,411,442,235,13,247,10
8455503,Units,66,99,108,84,233,124,63,236,195,171,218,89
8455511,Units,508,270,266,361,532,211,414,181,389,181,138,152
8455529,Units,99,98,250,63,28,191,186,107,6,115,97,192
8455537,Units,60,385,299,47,224,338,11,100,101,306,187,345
8455545,Units,193,333,14,317,59,155,129,230,312,21,49,352
8455560,Units,59,83,75,46,26,69,79,77,15,49,27,105
8455578,Units,0,0,0,0,0,0,0,0,0,0,0,0
8455594,Units,28,84,44,14,83,69,60,57,72,84,53,0
8455602,Units,20,6,20,19,2,12,0,24,10,25,14,22
8455628,Units,180,498,312,1302,375,1227,974,334,217,1022,839,327
8455636,Units,353,720,215,91,1097,499,293,348,297,763,473,443
8455644,Units,24,7,22,20,10,19,20,16,8,3,8,1
8455651,Units,418,117,308,105,71,417,229,31,47,221,136,93
8455669,Units,1118,322,429,758,692,779,29,153,1109,1091,927,152
8455677,Units,424,1142,417,693,1145,194,722,197,862,146,254,186
8455685,Units,24,156,123,152,43,69,134,114,91,111,27,35
8455693,Units,778,666,1327,519,907,94,879,311,1455,281,945,1313
8455701,Units,867,647,101,322,936,624,385,955,304,108,453,65
8455719,Units,110,34,52,0,116,12,37,74,74,8,32,39
8455727,Units,470,366,1075,877,633,751,750,480,307,522,893,63
8455735,Units,1182,1041,1000,895,205,687,1037,742,78,526,944,940
8455743,Units,2432,494,1186,644,535,1680,940,205,885,1558,863,1101
8455750,Units,3,3,0,2,3,3,3,2,4,1,3,1
8455768,Units,12,5,13,10,6,6,5,10,9,11,8,9
8455776,Units,19,5,12,16,19,14,19,19,1,5,1,1
8455784,Units,0,7,6,3,8,2,1,1,11,6,6,6
8455792,Units,23,35,25,7,16,36,16,20,24,12,0,30
8455800,Units,191,165,70,114,166,297,6,115,21,435,110,109
8455818,Units,5,5,5,0,2,3,1,3,4,5,8,6
8455826,Units,9,19,11,11,3,12,19,2,7,22,8,11
